symbol,timestamp,price
ITC,2025-07-12T09:15:00.550000Z,2152.42
TCS,2025-07-12T09:15:00.555000Z,2569.24
BAJFINANCE,2025-07-12T09:15:00.560000Z,1814.12
RELIANCE,2025-07-12T09:15:00.565000Z,1193.86
HDFCBANK,2025-07-12T09:15:00.570000Z,1708.6
HDFCBANK,2025-07-12T09:15:00.575000Z,1934.05
SBIN,2025-07-12T09:15:00.580000Z,1108.34
SBIN,2025-07-12T09:15:00.585000Z,2968.33
RELIANCE,2025-07-12T09:15:00.590000Z,1121.23
SBIN,2025-07-12T09:15:00.595000Z,1678.61
BAJFINANCE,2025-07-12T09:15:00.600000Z,1218.54
TCS,2025-07-12T09:15:00.605000Z,1380.42
HDFCBANK,2025-07-12T09:15:00.610000Z,1280.36
TCS,2025-07-12T09:15:00.615000Z,1557.09
TCS,2025-07-12T09:15:00.620000Z,2748.97
RELIANCE,2025-07-12T09:15:00.625000Z,1886.26
BAJFINANCE,2025-07-12T09:15:00.630000Z,2711.93
RELIANCE,2025-07-12T09:15:00.635000Z,1101.18
ITC,2025-07-12T09:15:00.640000Z,2672.06
RELIANCE,2025-07-12T09:15:00.645000Z,2852.73
BAJFINANCE,2025-07-12T09:15:00.650000Z,1472.76
HDFCBANK,2025-07-12T09:15:00.655000Z,1971.28
TCS,2025-07-12T09:15:00.660000Z,2729.3
RELIANCE,2025-07-12T09:15:00.665000Z,1329.27
RELIANCE,2025-07-12T09:15:00.670000Z,2970.62
INFY,2025-07-12T09:15:00.675000Z,2853.04
BAJFINANCE,2025-07-12T09:15:00.680000Z,1910.02
HDFCBANK,2025-07-12T09:15:00.685000Z,2393.18
SBIN,2025-07-12T09:15:00.690000Z,2990.85
ITC,2025-07-12T09:15:00.695000Z,2323.74
HDFCBANK,2025-07-12T09:15:00.700000Z,1309.59
INFY,2025-07-12T09:15:00.705000Z,1435.4
RELIANCE,2025-07-12T09:15:00.710000Z,2158.36
ITC,2025-07-12T09:15:00.715000Z,1121.92
INFY,2025-07-12T09:15:00.720000Z,1114.33
ITC,2025-07-12T09:15:00.725000Z,1953.58
BAJFINANCE,2025-07-12T09:15:00.730000Z,2062.25
RELIANCE,2025-07-12T09:15:00.735000Z,2921.56
RELIANCE,2025-07-12T09:15:00.740000Z,2702.69
RELIANCE,2025-07-12T09:15:00.745000Z,2190.07
SBIN,2025-07-12T09:15:00.750000Z,2723.64
HDFCBANK,2025-07-12T09:15:00.755000Z,1239.77
ITC,2025-07-12T09:15:00.760000Z,1492.43
ITC,2025-07-12T09:15:00.765000Z,1079.48
RELIANCE,2025-07-12T09:15:00.770000Z,1838.45
ITC,2025-07-12T09:15:00.775000Z,2130.45
INFY,2025-07-12T09:15:00.780000Z,2869.41
TCS,2025-07-12T09:15:00.785000Z,2339.45
INFY,2025-07-12T09:15:00.790000Z,1477.37
HDFCBANK,2025-07-12T09:15:00.795000Z,1261.76
SBIN,2025-07-12T09:15:00.800000Z,1599.99
INFY,2025-07-12T09:15:00.805000Z,2858.04
RELIANCE,2025-07-12T09:15:00.810000Z,1018.63
ITC,2025-07-12T09:15:00.815000Z,2996.91
RELIANCE,2025-07-12T09:15:00.820000Z,1146.52
TCS,2025-07-12T09:15:00.825000Z,2011.77
TCS,2025-07-12T09:15:00.830000Z,2866.52
RELIANCE,2025-07-12T09:15:00.835000Z,2758.54
INFY,2025-07-12T09:15:00.840000Z,1569.97
HDFCBANK,2025-07-12T09:15:00.845000Z,2667.49
SBIN,2025-07-12T09:15:00.850000Z,1605.03
BAJFINANCE,2025-07-12T09:15:00.855000Z,2307.95
RELIANCE,2025-07-12T09:15:00.860000Z,2335.73
ITC,2025-07-12T09:15:00.865000Z,1598.76
SBIN,2025-07-12T09:15:00.870000Z,1207.17
TCS,2025-07-12T09:15:00.875000Z,1528.93
RELIANCE,2025-07-12T09:15:00.880000Z,2484.83
TCS,2025-07-12T09:15:00.885000Z,1544.7
ITC,2025-07-12T09:15:00.890000Z,1421.26
INFY,2025-07-12T09:15:00.895000Z,1407.19
SBIN,2025-07-12T09:15:00.900000Z,2705.83
ITC,2025-07-12T09:15:00.905000Z,1977.06
BAJFINANCE,2025-07-12T09:15:00.910000Z,1101.6
SBIN,2025-07-12T09:15:00.915000Z,1847.15
INFY,2025-07-12T09:15:00.920000Z,1088.17
INFY,2025-07-12T09:15:00.925000Z,2542.24
SBIN,2025-07-12T09:15:00.930000Z,2959.6
TCS,2025-07-12T09:15:00.935000Z,2482.46
ITC,2025-07-12T09:15:00.940000Z,2411.33
ITC,2025-07-12T09:15:00.945000Z,1019.34
RELIANCE,2025-07-12T09:15:00.950000Z,2890.1
SBIN,2025-07-12T09:15:00.955000Z,2807.86
ITC,2025-07-12T09:15:00.960000Z,1072.06
INFY,2025-07-12T09:15:00.965000Z,2165.02
TCS,2025-07-12T09:15:00.970000Z,1859.57
RELIANCE,2025-07-12T09:15:00.975000Z,1616.52
BAJFINANCE,2025-07-12T09:15:00.980000Z,2944.39
RELIANCE,2025-07-12T09:15:00.985000Z,2797.85
TCS,2025-07-12T09:15:00.990000Z,2364.13
SBIN,2025-07-12T09:15:00.995000Z,1205.59
BAJFINANCE,2025-07-12T09:15:01Z,2119.77
BAJFINANCE,2025-07-12T09:15:01.005000Z,1812.75
ITC,2025-07-12T09:15:01.010000Z,2498.96
TCS,2025-07-12T09:15:01.015000Z,2729.21
BAJFINANCE,2025-07-12T09:15:01.020000Z,2621.54
HDFCBANK,2025-07-12T09:15:01.025000Z,1049.57
SBIN,2025-07-12T09:15:01.030000Z,2848.97
BAJFINANCE,2025-07-12T09:15:01.035000Z,2861.63
BAJFINANCE,2025-07-12T09:15:01.040000Z,2339.81
SBIN,2025-07-12T09:15:01.045000Z,2621.5
INFY,2025-07-12T09:15:01.050000Z,1318.4
SBIN,2025-07-12T09:15:01.055000Z,1216.19
BAJFINANCE,2025-07-12T09:15:01.060000Z,1077.45
HDFCBANK,2025-07-12T09:15:01.065000Z,1444.87
BAJFINANCE,2025-07-12T09:15:01.070000Z,2836.9
INFY,2025-07-12T09:15:01.075000Z,1610.38
BAJFINANCE,2025-07-12T09:15:01.080000Z,2742.65
TCS,2025-07-12T09:15:01.085000Z,1047.33
TCS,2025-07-12T09:15:01.090000Z,1796.93
INFY,2025-07-12T09:15:01.095000Z,2728.71
BAJFINANCE,2025-07-12T09:15:01.100000Z,1558.25
SBIN,2025-07-12T09:15:01.105000Z,2018.81
SBIN,2025-07-12T09:15:01.110000Z,2962.3
ITC,2025-07-12T09:15:01.115000Z,1662.3
RELIANCE,2025-07-12T09:15:01.120000Z,1230.68
INFY,2025-07-12T09:15:01.125000Z,1357.14
INFY,2025-07-12T09:15:01.130000Z,1076.51
ITC,2025-07-12T09:15:01.135000Z,1869.13
SBIN,2025-07-12T09:15:01.140000Z,2572.86
HDFCBANK,2025-07-12T09:15:01.145000Z,2212.42
ITC,2025-07-12T09:15:01.150000Z,1231.29
ITC,2025-07-12T09:15:01.155000Z,1380.16
RELIANCE,2025-07-12T09:15:01.160000Z,2417.57
RELIANCE,2025-07-12T09:15:01.165000Z,2039.84
BAJFINANCE,2025-07-12T09:15:01.170000Z,2076.9
SBIN,2025-07-12T09:15:01.175000Z,2880.53
SBIN,2025-07-12T09:15:01.180000Z,2341.26
INFY,2025-07-12T09:15:01.185000Z,1862.59
SBIN,2025-07-12T09:15:01.190000Z,2841.54
ITC,2025-07-12T09:15:01.195000Z,1627.83
BAJFINANCE,2025-07-12T09:15:01.200000Z,1249.25
INFY,2025-07-12T09:15:01.205000Z,2014.25
SBIN,2025-07-12T09:15:01.210000Z,1816.79
HDFCBANK,2025-07-12T09:15:01.215000Z,2394.42
ITC,2025-07-12T09:15:01.220000Z,1254.58
HDFCBANK,2025-07-12T09:15:01.225000Z,2329.86
HDFCBANK,2025-07-12T09:15:01.230000Z,2354.64
TCS,2025-07-12T09:15:01.235000Z,2231.03
INFY,2025-07-12T09:15:01.240000Z,1812.15
BAJFINANCE,2025-07-12T09:15:01.245000Z,1000.81
INFY,2025-07-12T09:15:01.250000Z,1420.37
BAJFINANCE,2025-07-12T09:15:01.255000Z,2159.97
SBIN,2025-07-12T09:15:01.260000Z,1644.5
HDFCBANK,2025-07-12T09:15:01.265000Z,1884.32
TCS,2025-07-12T09:15:01.270000Z,2022.35
BAJFINANCE,2025-07-12T09:15:01.275000Z,2802.36
BAJFINANCE,2025-07-12T09:15:01.280000Z,2471.92
SBIN,2025-07-12T09:15:01.285000Z,1169.59
ITC,2025-07-12T09:15:01.290000Z,2327.71
ITC,2025-07-12T09:15:01.295000Z,1670.38
BAJFINANCE,2025-07-12T09:15:01.300000Z,2904.0
TCS,2025-07-12T09:15:01.305000Z,2345.59
TCS,2025-07-12T09:15:01.310000Z,2613.13
TCS,2025-07-12T09:15:01.315000Z,1048.85
TCS,2025-07-12T09:15:01.320000Z,2967.87
ITC,2025-07-12T09:15:01.325000Z,2699.48
RELIANCE,2025-07-12T09:15:01.330000Z,1910.83
SBIN,2025-07-12T09:15:01.335000Z,2151.34
SBIN,2025-07-12T09:15:01.340000Z,2392.71
HDFCBANK,2025-07-12T09:15:01.345000Z,1799.31
TCS,2025-07-12T09:15:01.350000Z,2312.12
RELIANCE,2025-07-12T09:15:01.355000Z,2785.32
BAJFINANCE,2025-07-12T09:15:01.360000Z,2540.09
RELIANCE,2025-07-12T09:15:01.365000Z,2556.84
TCS,2025-07-12T09:15:01.370000Z,1351.77
SBIN,2025-07-12T09:15:01.375000Z,2035.92
RELIANCE,2025-07-12T09:15:01.380000Z,2114.81
BAJFINANCE,2025-07-12T09:15:01.385000Z,1242.72
TCS,2025-07-12T09:15:01.390000Z,2602.83
SBIN,2025-07-12T09:15:01.395000Z,2062.26
ITC,2025-07-12T09:15:01.400000Z,2190.9
BAJFINANCE,2025-07-12T09:15:01.405000Z,2782.85
ITC,2025-07-12T09:15:01.410000Z,2630.01
ITC,2025-07-12T09:15:01.415000Z,1853.48
ITC,2025-07-12T09:15:01.420000Z,1891.83
TCS,2025-07-12T09:15:01.425000Z,2487.31
HDFCBANK,2025-07-12T09:15:01.430000Z,1900.14
BAJFINANCE,2025-07-12T09:15:01.435000Z,1494.48
SBIN,2025-07-12T09:15:01.440000Z,1554.62
BAJFINANCE,2025-07-12T09:15:01.445000Z,2042.6
SBIN,2025-07-12T09:15:01.450000Z,1478.49
HDFCBANK,2025-07-12T09:15:01.455000Z,1154.97
INFY,2025-07-12T09:15:01.460000Z,1468.99
INFY,2025-07-12T09:15:01.465000Z,1639.42
ITC,2025-07-12T09:15:01.470000Z,1161.16
TCS,2025-07-12T09:15:01.475000Z,1462.52
SBIN,2025-07-12T09:15:01.480000Z,1305.61
TCS,2025-07-12T09:15:01.485000Z,1128.46
HDFCBANK,2025-07-12T09:15:01.490000Z,1661.76
HDFCBANK,2025-07-12T09:15:01.495000Z,1831.55
TCS,2025-07-12T09:15:01.500000Z,2665.78
HDFCBANK,2025-07-12T09:15:01.505000Z,2809.68
ITC,2025-07-12T09:15:01.510000Z,2892.12
RELIANCE,2025-07-12T09:15:01.515000Z,2713.46
BAJFINANCE,2025-07-12T09:15:01.520000Z,2151.38
HDFCBANK,2025-07-12T09:15:01.525000Z,1011.79
INFY,2025-07-12T09:15:01.530000Z,1597.23
HDFCBANK,2025-07-12T09:15:01.535000Z,2706.9
BAJFINANCE,2025-07-12T09:15:01.540000Z,1838.04
SBIN,2025-07-12T09:15:01.545000Z,2469.27
BAJFINANCE,2025-07-12T09:15:01.550000Z,2206.51
TCS,2025-07-12T09:15:01.555000Z,1976.46
INFY,2025-07-12T09:15:01.560000Z,1871.67
RELIANCE,2025-07-12T09:15:01.565000Z,1777.71
SBIN,2025-07-12T09:15:01.570000Z,2358.28
HDFCBANK,2025-07-12T09:15:01.575000Z,2448.36
BAJFINANCE,2025-07-12T09:15:01.580000Z,1934.78
TCS,2025-07-12T09:15:01.585000Z,2961.44
ITC,2025-07-12T09:15:01.590000Z,1053.93
HDFCBANK,2025-07-12T09:15:01.595000Z,2183.79
SBIN,2025-07-12T09:15:01.600000Z,1054.2
SBIN,2025-07-12T09:15:01.605000Z,1857.23
BAJFINANCE,2025-07-12T09:15:01.610000Z,1923.4
RELIANCE,2025-07-12T09:15:01.615000Z,1520.31
INFY,2025-07-12T09:15:01.620000Z,1423.32
INFY,2025-07-12T09:15:01.625000Z,1675.0
HDFCBANK,2025-07-12T09:15:01.630000Z,1556.51
BAJFINANCE,2025-07-12T09:15:01.635000Z,1843.13
BAJFINANCE,2025-07-12T09:15:01.640000Z,1163.81
RELIANCE,2025-07-12T09:15:01.645000Z,2498.05
RELIANCE,2025-07-12T09:15:01.650000Z,2999.82
INFY,2025-07-12T09:15:01.655000Z,1448.44
RELIANCE,2025-07-12T09:15:01.660000Z,2562.47
SBIN,2025-07-12T09:15:01.665000Z,1080.52
RELIANCE,2025-07-12T09:15:01.670000Z,2899.22
TCS,2025-07-12T09:15:01.675000Z,2678.46
ITC,2025-07-12T09:15:01.680000Z,1304.76
TCS,2025-07-12T09:15:01.685000Z,1947.12
RELIANCE,2025-07-12T09:15:01.690000Z,2127.94
TCS,2025-07-12T09:15:01.695000Z,1930.07
INFY,2025-07-12T09:15:01.700000Z,2533.8
TCS,2025-07-12T09:15:01.705000Z,2211.79
SBIN,2025-07-12T09:15:01.710000Z,2436.71
BAJFINANCE,2025-07-12T09:15:01.715000Z,2638.6
INFY,2025-07-12T09:15:01.720000Z,1216.2
RELIANCE,2025-07-12T09:15:01.725000Z,2857.77
ITC,2025-07-12T09:15:01.730000Z,2354.69
HDFCBANK,2025-07-12T09:15:01.735000Z,1793.31
SBIN,2025-07-12T09:15:01.740000Z,1396.66
ITC,2025-07-12T09:15:01.745000Z,2381.23
SBIN,2025-07-12T09:15:01.750000Z,1485.7
SBIN,2025-07-12T09:15:01.755000Z,2544.96
BAJFINANCE,2025-07-12T09:15:01.760000Z,2368.52
BAJFINANCE,2025-07-12T09:15:01.765000Z,1242.11
ITC,2025-07-12T09:15:01.770000Z,2565.27
INFY,2025-07-12T09:15:01.775000Z,2065.49
SBIN,2025-07-12T09:15:01.780000Z,1741.14
ITC,2025-07-12T09:15:01.785000Z,2295.09
RELIANCE,2025-07-12T09:15:01.790000Z,2699.15
BAJFINANCE,2025-07-12T09:15:01.795000Z,1980.4
HDFCBANK,2025-07-12T09:15:01.800000Z,2921.58
SBIN,2025-07-12T09:15:01.805000Z,2783.15
HDFCBANK,2025-07-12T09:15:01.810000Z,2414.62
HDFCBANK,2025-07-12T09:15:01.815000Z,1352.27
ITC,2025-07-12T09:15:01.820000Z,2930.95
INFY,2025-07-12T09:15:01.825000Z,2231.82
ITC,2025-07-12T09:15:01.830000Z,2549.28
HDFCBANK,2025-07-12T09:15:01.835000Z,1871.15
SBIN,2025-07-12T09:15:01.840000Z,2184.95
INFY,2025-07-12T09:15:01.845000Z,2703.43
BAJFINANCE,2025-07-12T09:15:01.850000Z,2869.24
INFY,2025-07-12T09:15:01.855000Z,2763.26
TCS,2025-07-12T09:15:01.860000Z,2500.95
ITC,2025-07-12T09:15:01.865000Z,2220.66
HDFCBANK,2025-07-12T09:15:01.870000Z,1672.79
HDFCBANK,2025-07-12T09:15:01.875000Z,2701.91
TCS,2025-07-12T09:15:01.880000Z,1975.1
INFY,2025-07-12T09:15:01.885000Z,2595.66
INFY,2025-07-12T09:15:01.890000Z,1559.32
ITC,2025-07-12T09:15:01.895000Z,2402.37
INFY,2025-07-12T09:15:01.900000Z,2111.58
ITC,2025-07-12T09:15:01.905000Z,2896.13
RELIANCE,2025-07-12T09:15:01.910000Z,1482.71
HDFCBANK,2025-07-12T09:15:01.915000Z,1977.16
BAJFINANCE,2025-07-12T09:15:01.920000Z,1480.65
HDFCBANK,2025-07-12T09:15:01.925000Z,2291.81
HDFCBANK,2025-07-12T09:15:01.930000Z,1896.35
RELIANCE,2025-07-12T09:15:01.935000Z,1186.11
TCS,2025-07-12T09:15:01.940000Z,1808.8
TCS,2025-07-12T09:15:01.945000Z,1612.41
ITC,2025-07-12T09:15:01.950000Z,1738.04
ITC,2025-07-12T09:15:01.955000Z,2061.84
HDFCBANK,2025-07-12T09:15:01.960000Z,2993.26
ITC,2025-07-12T09:15:01.965000Z,1661.58
SBIN,2025-07-12T09:15:01.970000Z,1907.49
INFY,2025-07-12T09:15:01.975000Z,1502.81
RELIANCE,2025-07-12T09:15:01.980000Z,2442.57
INFY,2025-07-12T09:15:01.985000Z,1239.11
ITC,2025-07-12T09:15:01.990000Z,2901.76
SBIN,2025-07-12T09:15:01.995000Z,1370.3
TCS,2025-07-12T09:15:02Z,2477.21
INFY,2025-07-12T09:15:02.005000Z,2449.17
BAJFINANCE,2025-07-12T09:15:02.010000Z,2049.27
INFY,2025-07-12T09:15:02.015000Z,2961.02
BAJFINANCE,2025-07-12T09:15:02.020000Z,1388.24
TCS,2025-07-12T09:15:02.025000Z,1721.76
INFY,2025-07-12T09:15:02.030000Z,1028.3
ITC,2025-07-12T09:15:02.035000Z,1253.17
RELIANCE,2025-07-12T09:15:02.040000Z,2948.59
ITC,2025-07-12T09:15:02.045000Z,1584.27
TCS,2025-07-12T09:15:02.050000Z,2275.74
BAJFINANCE,2025-07-12T09:15:02.055000Z,1981.76
BAJFINANCE,2025-07-12T09:15:02.060000Z,1024.53
INFY,2025-07-12T09:15:02.065000Z,1938.79
HDFCBANK,2025-07-12T09:15:02.070000Z,1681.41
RELIANCE,2025-07-12T09:15:02.075000Z,1504.96
BAJFINANCE,2025-07-12T09:15:02.080000Z,1955.46
BAJFINANCE,2025-07-12T09:15:02.085000Z,1130.69
HDFCBANK,2025-07-12T09:15:02.090000Z,1148.16
SBIN,2025-07-12T09:15:02.095000Z,2372.9
TCS,2025-07-12T09:15:02.100000Z,1298.4
ITC,2025-07-12T09:15:02.105000Z,2898.25
RELIANCE,2025-07-12T09:15:02.110000Z,2987.84
RELIANCE,2025-07-12T09:15:02.115000Z,2116.15
HDFCBANK,2025-07-12T09:15:02.120000Z,2212.64
BAJFINANCE,2025-07-12T09:15:02.125000Z,2236.84
BAJFINANCE,2025-07-12T09:15:02.130000Z,2045.15
HDFCBANK,2025-07-12T09:15:02.135000Z,2817.01
INFY,2025-07-12T09:15:02.140000Z,2720.33
HDFCBANK,2025-07-12T09:15:02.145000Z,1610.76
ITC,2025-07-12T09:15:02.150000Z,1120.46
SBIN,2025-07-12T09:15:02.155000Z,1198.47
BAJFINANCE,2025-07-12T09:15:02.160000Z,1415.58
TCS,2025-07-12T09:15:02.165000Z,1529.29
RELIANCE,2025-07-12T09:15:02.170000Z,1314.11
TCS,2025-07-12T09:15:02.175000Z,2103.98
TCS,2025-07-12T09:15:02.180000Z,1005.35
HDFCBANK,2025-07-12T09:15:02.185000Z,2378.74
HDFCBANK,2025-07-12T09:15:02.190000Z,1582.52
TCS,2025-07-12T09:15:02.195000Z,1576.21
INFY,2025-07-12T09:15:02.200000Z,2405.98
HDFCBANK,2025-07-12T09:15:02.205000Z,1142.36
TCS,2025-07-12T09:15:02.210000Z,2847.82
BAJFINANCE,2025-07-12T09:15:02.215000Z,2582.5
ITC,2025-07-12T09:15:02.220000Z,2322.37
TCS,2025-07-12T09:15:02.225000Z,1850.28
ITC,2025-07-12T09:15:02.230000Z,1449.62
TCS,2025-07-12T09:15:02.235000Z,2816.82
BAJFINANCE,2025-07-12T09:15:02.240000Z,1284.47
RELIANCE,2025-07-12T09:15:02.245000Z,1331.85
INFY,2025-07-12T09:15:02.250000Z,2190.09
BAJFINANCE,2025-07-12T09:15:02.255000Z,2138.41
INFY,2025-07-12T09:15:02.260000Z,1878.31
HDFCBANK,2025-07-12T09:15:02.265000Z,2377.36
SBIN,2025-07-12T09:15:02.270000Z,1805.02
INFY,2025-07-12T09:15:02.275000Z,2000.94
HDFCBANK,2025-07-12T09:15:02.280000Z,1875.52
ITC,2025-07-12T09:15:02.285000Z,1079.72
HDFCBANK,2025-07-12T09:15:02.290000Z,2469.07
ITC,2025-07-12T09:15:02.295000Z,1500.74
RELIANCE,2025-07-12T09:15:02.300000Z,1457.85
SBIN,2025-07-12T09:15:02.305000Z,2671.92
ITC,2025-07-12T09:15:02.310000Z,2174.25
RELIANCE,2025-07-12T09:15:02.315000Z,2999.14
SBIN,2025-07-12T09:15:02.320000Z,2642.84
ITC,2025-07-12T09:15:02.325000Z,1080.46
BAJFINANCE,2025-07-12T09:15:02.330000Z,1350.38
ITC,2025-07-12T09:15:02.335000Z,2303.02
INFY,2025-07-12T09:15:02.340000Z,1362.98
ITC,2025-07-12T09:15:02.345000Z,1871.77
BAJFINANCE,2025-07-12T09:15:02.350000Z,1983.45
RELIANCE,2025-07-12T09:15:02.355000Z,1940.02
HDFCBANK,2025-07-12T09:15:02.360000Z,1666.62
SBIN,2025-07-12T09:15:02.365000Z,1209.2
TCS,2025-07-12T09:15:02.370000Z,1659.61
SBIN,2025-07-12T09:15:02.375000Z,1990.94
SBIN,2025-07-12T09:15:02.380000Z,2890.39
BAJFINANCE,2025-07-12T09:15:02.385000Z,2521.0
RELIANCE,2025-07-12T09:15:02.390000Z,1909.65
INFY,2025-07-12T09:15:02.395000Z,1504.8
RELIANCE,2025-07-12T09:15:02.400000Z,2940.37
HDFCBANK,2025-07-12T09:15:02.405000Z,2729.82
BAJFINANCE,2025-07-12T09:15:02.410000Z,2976.24
SBIN,2025-07-12T09:15:02.415000Z,2738.73
